@relation Twitter

@attribute sentiment {pos,neg}
@attribute text string

@data
pos,'lol won\'t help them if they get eaten '
pos,'Glad Ohm is back in Big D'
pos,'I will take care of it.  no worries.'
pos,'LOL, iphones don\'t understand british people  URL'
pos,'Loved hanging with Steph and Tiff tonight!! Great start to the week! '
pos,'Herpes Simplex 1 is mostly contagious in the week before and after an outbreak.  Comfy with the condom odds?  Keep kissing! '
pos,'happy merry to you too gentile giant. '
pos,'And free show washington square park afternoon monday '
pos,'Not his fault...  he\'s tried before.  '
pos,'Dropping off cards, doing some last minute wrapping....looking forward to chilling on Christmas day!! lol '
pos,'Yeaaa I can\'t stop smiling :D It was only like 5 mins, cuz he had to get ready for his show..but it\'s okay '
pos,'Just going for lunch '
pos,'RETWEET Check out #ActionsTalk #22 featuring Cd Vann of #Sohobiztube.com! Pls retweet Milwaukee/Chicago  URL'
pos,'logo design week.  seems even mlug is doing the same.'
pos,'Thanks for that very much appreciated : )'
pos,'Min mamma är född i Kiruna, och mormor, och morsmorsmor.   '
pos,'somewhat. now i know what i whiney, stupid bitch Bella is.  i got it basically for my mom though.'
pos,'listen to me and USER  trust us. USER and I will help you to convert fully to the Jake side. &lt;333!!'
pos,'Check your Kingfisher flt info USER URL   IT 3151 was on time today  Finger crossed for tomorrow!Cant tolerate a delay tom'
pos,'RT USER 3D street art URL cool street art - even better than Mary Poppins'
pos,'Lots of love to you all and best wishes for 2009!!! HappySlip hugs to each and every one of you sparkling special people!!! '
pos,'getting rained on at kings park. Its all good tho '
pos,'ik denk ook niet dat mijn presentaties groundbreaking zijn, zonder mij gaat het ok wel goed verder. en dus zonde rmijn pres ook '
pos,'pizza with grant, caitlyn, and Paul is the best way to spend my birthday. '
pos,'Only 2 days left, last chance to enter the \"Caption Contest\" for this photo: URL Deadline is Dec. 25th. Come Have Fun! '
pos,'Confession: I honestly want to have Taylor Johnsons babies.  haha Yes I am hitting on you. lol'
pos,'About to have my birthday dinner w/my kids USER Stir Crazy...thank goodness that\'s the name of the restaurant & not my state of mind '
pos,'Re-pinging USER USER everything you\'re saying = G1 is trash  LOL         what Beatz said'
pos,'Passed my written test.. Bout to get my California drivers license! Finally! I guess I\'m officially moved back'
pos,'Don\'t get me started! '
pos,'tomorrow will be the 8th day without heat and running water here and people are on the edge. Me too  Your help is appreciated.'
pos,'working on USER and catching up on e-mails and paperwork.  Are you going to LA Digital\'s Holiday Party tonight? '
pos,'P.S. Anyone on Twitter is invited. '
pos,'Happy Thanksgiving! I hope your day was full of family, love and tech fun! '
pos,'i think you\'re right!  '
pos,'USER will soak it isn and send vicariously - be sure to open your windows to let it in '
pos,'24 degrees in Dallas. Freezing rain! Hopefully it will clear so we can get back to Cali! USER PF Chang\'s RnR AZ for an ultra! '
pos,'Visual Studio 2008 setup is looking good - better than the average. My licensed copy from Dreamspark  URL'
pos,'100,000?  Sheeeeeeet -I can retire!  '
pos,'good morning all. last day of school this week woo! '
pos,'Time for some games.   Well, it\'s not new year yet so I can\'t be too stressed about work '
pos,'yeah, I had a feeling that would come off all high and mighty - not intended that way - you are right too is the pt. '
pos,'I see that, but if you replace the \"home\" at the end of twitter\'s url w/user name you find who you are looking for. '
pos,'welcome dude '
pos,'Car brakes is messing up again, wants more ps3 games, behind on work. Thats life '
pos,'another braai, another day on holiday '
pos,'Yes please.  USER gave me some great free sites, but apparently I am not that smart '
pos,'you can\'t call me that. I\'m mildly hungover today!    hee'
pos,'w00t! Just released the new design for URL! USER did an awesome job with the design! Check it out! '
pos,'Say hi to Holly next time you\'re in the Safeway on 8th Street. She\'s British. '
pos,'I\'m done with finals '
pos,'I got your order, you nut ;) no extra code, btw-it\'s already in there for you '
pos,'Baby i can be your weekend LOVER '
pos,'I\'m doing a girl\'s night out tomorrow night, wanna come!? Congrats on your race Linda. '
pos,'Our AV team is fabulous! I think I have them upload new video content on a daily basis '
pos,'Maybe  why?'
pos,'Oh wow how nice. One of the neighbors left cards & cookies at all our doors. '
pos,'So much feedback. Several bugs uncovered. Guess I\'ll be busy coding this weekend '
pos,'i\'m 5\'4\". see, we\'re equal in more ways than one '
pos,'Totally unasked - so thoughtful.  I think it\'s the oldest born thing kicking in.'
pos,'i\'m hardly hero material....but i love you  you made my whole month, i swear.'
pos,'Your approach is right. Should be a law. '
pos,'Banana nut ice cream with my mom '
pos,'OFFICIALLY DONE FOR THE SEMESTER. '
pos,'gosh i have to make that passport of mine, it\'s so troublesome but I\'ll do it just to hang out with you! '
pos,'USER  I like, well anything, if someone else is buying '
pos,'just got home. The whole cantata was a huge success. Thank you, Lord. '
pos,'feel free to give a giveaway to me. I would not mind at all if it has to do with CPA '
pos,'Nice one. Guess I\'ll catch you all after the new year. '
pos,'nu. Hij heeft me bij voorbaat verzocht geen USER te pullen  (gna) #zzp'
pos,'oh my I just confessed in front of a billion tweet people.   I may not know ALL I read but I do have an idea. And yet...still'
pos,'night! '
pos,'Best thing is to go to all of our following lists and decide who you like! '
pos,'It\'s a rainy new year! '
pos,'actually, on second thoughts \'re-affirming\' would be a better choice of words than \'reassuring\' '
pos,'I enjoyed it - good sag paneer, very good bhajis.  Their veg curry didn\'t have much veg, but naan for mopping up goo, hurrah!'
pos,'the only negative thing is that it slows your connection slightly. but seeing free premium TV makes it worth it! '
pos,'Bubble Boy was on tv this morning  Great start to my day!'
pos,'thx. already had the two medical blogs in my list '
pos,'leaving early to go record shopping .... lots of great people and energy at #barcampstl ... can\'t wait to start planning the next one! '
pos,'Ziet er goed uit! Hoe en waar te bestellen? '
pos,'Home.Finally. You know, I wanted to be first out, or last out.  I went out in the worst possible place.  The first one to NOT get money.  '
pos,'Home.Finally. You know, I wanted to be first out, or last out.  I went out in the worst possible place.  The first one to NOT get money.  '
pos,'We\'re due February 11th!  6.5 more weeks to go . Have everything done just keeping her baking now '
pos,'since i graduated from college i felt this was necessary  lol URL check it out, leave some love &lt;3'
pos,'Watching it snow, sitting by the fireplace, doing some work and thinking about the move to SF Bay Area. So peaceful. '
pos,'Good Morning! You don\'t need lessons...you know how to grab, mix and improvise. You\'re a natural! '
pos,'Ownin USER badly in HAlo 3. '
pos,'did you see li\'l oliver?! check oscar\'s photos on facebook '
pos,'that sounds awesome, good to hear! '
pos,'At the very least til august, but itll be a while '
pos,'USER  I\'m thinkin Amy Winehouse '
pos,'Um, okay, so it looks like EVERYONE has decided to ski on the same sunny morning. I\'m out to direct cars in the parking lot '
pos,'some guy walking while projectile vomiting -- since you ask '
pos,'I had nothing better to do anyway and had the laptop on my lap  Nice reindeer btw'
pos,'happy christmas - may your sack be always full : )'
pos,'A nice post on end of year web checklist.  I\'m pretty sure my non-profit would fail this list.      URL'
pos,'i\'m so tired... i go sleep cuz little time... i\'ve got chrismas here '
pos,'Was about as productive at work today as piece of wet firewood with dry rot. And woodworm. Yoga at the gym was great though! '
pos,'zie je tweet nu pas, zat in  trein van 7.44. Ma\'ja ben nu al een tijdje op plaats van bestemming  Zat je ook in die trein?'
pos,'Had to duck out of the Big Screen Bonanza; helping Stephanie decorate the tree '
pos,'Homemade chicken soup is simmering on stove and making the house smell sooo good. Dinner is going to be yummy tonight. '
pos,'So X-Mas is over. I gotta think of something to do on New Years Eve....at midnight ....'
pos,'Making a new twinkle account soon...\"Tootsierella\" look for me '
pos,'14th 6.40pm on sofa with Mori, both snug and warm and wondering if West Ham can hang on for 10mins. Looks like Chinese take out tonight'
pos,'Any DFW peeps up for a tweetup or something Sunday/monday night, I\'ll be home alone '
pos,'Just found out me and USER are having a little tweet '
pos,'Haha, I\'d like to see that. '
pos,'i\'m so sad. geeks radio is only available from 15 Dec. '
pos,'Ooh - thanks for the tip - I\'ll get last.fm on now. In work again today but not many others so they won\'t mind '
pos,'Looking at your blog, your code is very solid. Me likey  So hard to find decent PHP guys that don\'t charge more than me :P'
pos,'Work is boring as of 3 o\'clock\nCome work out people! '
pos,'We are havind \"2nd Xmas\" here today. Opening gifts with visiting grandparents since we were on a cruise for real Xmas. It\'s a two-fer '
pos,'super! Thank you so much for sharing '
pos,'Here\'s a question How to ya get from Kansas City MO to Seattle WA, when the weather is bad Driving cuz gotta take a 5th wheel RV '
pos,'sounds like a plan  Will call you when I start my snow trot to the Billyburg lol'
pos,'think your snow is on its way here. 3 to 5 tomorrow & 4 to 8 wed. We are movin\' in on the dec record. '
pos,'is going to bed now, 3:13am  my fave time. and lmao USER Helenaists taking over Twitter &gt;:D WOOOO! night lovelies &lt;3'
pos,'That said, bumper sticker idea: \"I brake for black holes... but it doesn\'t matter\". '
pos,'now what do u mean by \"need based consumption\" I had that was to do with alcholoh only! '
pos,'thanks! '
pos,'I think the weather might be worse for our walk on Friday. '
pos,'Tell Us..tell us. '
pos,'Its from the Fresh & Easy - do you have that store there? I love it! And the chocolate too! '
pos,'That\'s funny. I like my men straight too. '
pos,'roasted sweet potatoes are really tasty..dnt laugh but I\'m a vegetarian tiger '
pos,'Another funny one  URL'
pos,'yup it is . Wish I had more time for admin stuff'
pos,'thanks u '
pos,'I\'m good here. I still think we should get hostile fire pay. . At minimum, hazard duty pay. I was almost hit by metro bus.'
pos,'Simply Having a Wonderful Christmastime  ---McCartney & Wings, \'79'
pos,'This area is a great vacation spot! You two would have a great time at the Schulz museum plus so much more! '
pos,'Ditto '
pos,'Two shoots uploaded today... One more to go. '
pos,'Tweet number 1337 lmfao!! next will be a screen cap '
pos,'Drawing a portrait of a woman with orange hair! Come and watch, if you\'d like  URL'
pos,'bon appetite  (soon time for my evening G&T on the train home *does happy dance*)'
pos,'Vanmorgen super getraind. Dat gaat nog lekkerder als je weet dat er natuurijs aan komt )))'
pos,'coolio. I like that you\'re \'kinda\' driving. In other countries, you either are or you\'re not.  But I\'m cool either way.'
pos,'retweeting USER reading Humanity+ magazine URL nice find! '
pos,'Just bought a couch set for my new duplex, and that is just the tip of the awesome iceberg '
pos,'Getting through the day quite well considering the long night. Thanks to USER and the guys! Now can I have my money back... ? '
pos,'indigo_bow is currently out of her energy hub, but please feel free to leave a message'
pos,'How can it go from 60 degrees one day to 20 the next? I love it though when they say one inch of snow an hour! No snow to 6 in. in 6 hours'
pos,'hey twitter land '
pos,'needs one of these next to open up new doors for my baking  URL'
pos,'Listening to dr Sears '
pos,'I have been given a Persian name, Aria, 4 d rest of my stay here. I like it! '
pos,'Agreed! If you want to, I\'ll visit your town sometime '
pos,'Yum!! I\'m so hungry now!! '
pos,'URL '
pos,'Re: \"The Chinese Buffett\". EXCELLENT. U should submit to Magazines. That\'s right, u were an English Lit major '
pos,'First to arrive ... as usual. D\'oh. Enjoying glass of red. It\'s all good! '
pos,'Once upon a time there was a very stupid, very bad man. Then somebody threw a shoe at him, and we all laughed. The end. '
pos,'in the Thermo lab session then free during lunch '
pos,'Father William, while reading Faulkner\'s works in his room at the rectory, burnt his uvula after sipping tea .'
pos,'-- I don\'t believe in left and right. I just believe in Yoko. Yoko and me. '
pos,'Boston always thnks they have to best Austin. But we were helping to fill that truck too!  URL'
pos,'oh. lol. oo namamansin naman. kilala na kasi nila ako, kung hindi man sa name, sa face. '
pos,'They were playing Wii Sports (Boxing and Tennis).  Sorry for the late reply. '
pos,'jupp! '
pos,'You\'ve got to admit there are some similarities '
pos,'Cereal is one of the best uses for Soy Milk IMO. it\'s perfect really. '
pos,'Danke, Oliver! All the best to you too. '
pos,'I feel that sam... totally  Happy 2009!'
pos,'Sports Authority, so theoretically, there\'s a derby lover in the next President\'s cabinet '
pos,'Great to have you back in action '
pos,'Deleted 100 of my oldest favorited vids on youtube to make room for newer ones. Darn 650 limit. '
pos,'tapas! nice pict... cocoa + fire! why did i move so dang fur north?'
pos,'Thanks, think I will need it. '
pos,'happy Festivus! Did you get your pole out? '
pos,'??? ???: URL  ??? ??? ????????? ???????? ?? ???? ?? ????????. ?????? ????? ????????????'
pos,'Making Christmas brownies. '
pos,'Thank you Tory ~ we are very excited and will send u more details shortly (and also reply back to ur email soon) Best! '
pos,'Pizza in the oven as I sit on the couch and read John Green\'s \"Let It Snow\" story. Nice '
pos,'Thanks Sara/O\'Reilly! '
pos,'That will be you in a few weeks. '
pos,'Our Doctor will always be our Doctor. He made the new series what it is '
pos,'Hey bud. Yes, we\'re releasing 100 seats at £95 on Monday '
pos,'Well contratulations. I won\'t buy cigars yet '
pos,'I love them! '
pos,'So now, after struggling with t-mobile hotline for 3 days, i\'m a owner of fully func. iPhone.. Year after every1 else got one '
pos,'Kewl, I\'m Performer of the Week USER PrivateCamz. '
pos,'I\'m excited about going to the holiday festival, I wonder if Kyle and Sarahs baby boo wll be scared of Santa? Mmm snapps and cocoa'
pos,'Adding a new scoring category to my \'Smiles\' program. The Handshake. Getting a lot lately. They make me happy'
pos,'Watching the original office and drinkin 40ozzzzzz '
pos,'will be visiting USER 2m. Nice to have another female. ( USER - in response to u im holding my own  )'
pos,'will have to skip the first montreal.rb  but you should go and write a blog post about it for me, plz!'
pos,'Turkey dinner was fabulous. I\'m ready for tomorrow am\'s service (got people to fill in for some ill WT members) & it\'s time to sit down. '
pos,'ho, you too. find me there at 2100 '
pos,'Slept in until 11:30. Probably the latest I\'ve slept in this semester. It\'s nice to have a break from work '
pos,'I live the gluten-free life.  It\'s not too hard -- you just have to have an amazing other half who bakes w/ rice flour '
pos,'USER Yes, you can. '
pos,'Headed to work..its slip out but beautiful '
pos,'So much for those lovely 70+ degree days. That cold front finally hit our area - high today only supposed to be 40. '
pos,'Nice!  And also . . . good thing Data is an android or I\'d feel like Hannibal drinking from his skull. 0_o'
pos,'8GB? Holy Smokes!  Hmmm... I see a marketing opportunity here: Deliver the upgrade on a free iPod. Yay! Everyone wins!  '
pos,'Thank you! tht picture was taken inside of USER s bathroom haha'
pos,'Off to brave the underground - still have 45 mins to get to there on time '
pos,'gotta go and get something done.  wish me luck.'
pos,'I should have my vocals for the track done today '
pos,'Maybe not mentioned, but isn\'t that your pic featured in the article?  '
pos,'I got presents this morning in my classes, so sweet '
pos,'Dear Twitter, I have something much better than coffee for you.  URL'
pos,'I nominate USER for a Shorty Award in #photography because living life vicarious through his lens is a beautiful thing. '
pos,'I got 3 stockings made on ebay with their names stitched on it - £4.99! '
pos,'hamdella 3ala el salama  Enjoooy it ...its very good'
pos,'LMAO. I\'mma need you to do better. At least my place smelling like musty onions means that someone\'s being fed. '
pos,'they\'re all awesome. So much so that I wish I had drawn them. I want them all. They have a brilliant WTF factor. '
pos,'That\'s hilarious. '
pos,'No of course not. You know you were integral '
pos,'right\'o taking advice from USER i\'m now listening to chrismas songs again - hope she\'s happy now '
pos,'Should be going out to get some photos tomorrow :P Boxing day : )'
pos,'Superb! Giving context to the CC data is something I\'ve been thinking about recently and this will help a lot '
pos,' good! when??'
pos,'LOL, you also haven\'t paid rent yet?  It\'s been a tough year but 2009 is looking goooooood! '
pos,'Moving on to Jim Collins '
pos,'Watching a probably crap Tamil movie \"Aathi\". USER said it\'s probably crap, not me. I have no idea. '
pos,'Praying everyone is safe due to the snow '
pos,'Congrads '
pos,'I\'ve had really good luck with the HPs... the one I have has survived me taking it apart and replacing the fuser assembly '
pos,'And that... is exactly why I am the way I am. '
pos,'Oh yes lol. Thank you for the good wishes. '
pos,'WHAT?!? USER has some explaining to do. '
pos,'Thank you for the recommendation  Will read when I finish with Mr. Murder. I recommend \'Coldfire\' and \'Phantoms\'...'
pos,'Have a most unpleasant headache. Time to become horizontal for a while. '
pos,'I just bought a new guitar it\'s sooo awesome haha  I\'m in little rock Arkansas, everything, EVERYTHING, is closed on Sunday weird.....'
pos,'you like buttercups? '
pos,'Hahaa.. Very true.. It might just be some condensation. Let me get some windex.  Like my Fat Greek Wedding!'
pos,'I\'m not-haven\'t left yet-about to take a nap since the kids are napping! '
pos,'is watching juvenile movies and waiting for her slow-motion entrance... '
pos,'Peace and Goodwill: Kuffer and Mulder actually...  URL'
pos,'Good '
pos,'Can you help me, Captain Speedtrack? '
pos,'a.d.v.i.l  '
pos,'// having a girl will be more expensive  a lot more'
pos,'Watching a day to remember, four year strong, and new found glory at the black sheep in colorado springs!! '
pos,'Sounds soooo yummy. :D Now I want pizza... but I\'m getting Thai food for dinner, so it\'s almost as good. '
pos,'hey, big congrats! fab news, glad it all went well '
pos,'I don\'t give out personal info. Sorry! '
pos,'wants to be in Mumbai around Christmas. All I need is the holiday permission from manager n a place to put up there. '
pos,'Hi, I am Shama, the Twitter marketing elf. : )'
pos,'good party hmmmm? '
pos,'good god, i\'m tired. sitting on a patio drinking beer all day with friends really wears a person out '
pos,'It\'s winter solstice! Only an hour to go and then light will start slowly creeping back to the world! '
pos,'That\'s OK, you seem pretty awesome to me, too. '
pos,'Good Evening Fog. How was your holiday?  I must say I am groovin on your Cheetah Hat. '
pos,' yup. And I\'ll offer home delivery too. So see, I now have an advantage over them and that\'s how I\'ll steal their market. Smart '
pos,'32 inch\'ah??? apdiya bathirama veyi, un paiyanukku use aagum '
pos,'that\'s impressive! Atm, I\'m unplugging my internets and quietly humming \"all your base...\" '
pos,'HtmlUnit is a browser emulator that runs \"headless\" and tries to duplicate logic a browser would do. It often doesn\'t succeed '
pos,'finally glad someone caught the jimface on my license '
pos,'yea, i enjoy it... once you get past the shock of the weather difference coming from florida, it\'s great '
pos,'Interesting day today '
pos,'On a \"driveby shooting\" with USER and USER -- shooting all over NYC. - photos to come '
pos,'Yay for being done with school!! Everyone has to come back tomorrow. Ha '
pos,'URL - Haha USER '
pos,'USER de nonlineaire muisaansturing alleen al, dat is DEBIEL en F#CKING IRRITANT '
pos,'I am tired of the fast lane ) This weekend I just want to sleep sleep sleep'
pos,'Just did an online-coaching session with Jack Canfield. Abaut habits. 90\% of everything we do is habitual! Better get some good habits! '
pos,'the tudors has got me hooked, esp. the hottie henry cavill or charles-something in the show '
pos,'Goodmorning everyone. Still no snow in Ohio, but I\'m not complaining '
pos,'This week, it was fashion. My writer\'s block was so bad, I had a hard time writing about t-shirts! Better now, thankfully! '
pos,'Happy Christmas all! '
pos,'Responded to a few client queries, now on to some meta tag writing/SEO articles. 2day\'s gonna be an early one--gotta get my hair done '
pos,'good one....'
pos,'Me too!! see ya soon!! I have pics and your CD for you.....don\'t let me forget this time! '
pos,'Op naar huis '
pos,'make sure you give my brother a hard time about GF2 '
pos,'If you knew how many times Ive heard that.  OH! you are talking about your new mac, right?'
pos,'Office Holiday Party today!!  Packed my secret snowflake super cutely. wonder what mine is! hee hee'
pos,'Welcome to the club '
pos,'I don\'t envy you. I have more horror stories about mine than the heads who wrote The Twilight Zone! '
pos,'good night and sweet dreams my tweet peeps '
pos,'But I\'d accept that Christianity doesn\'t have a pervading central number. '
pos,'Thanks, your awesome '
pos,'LOL my # followers and # who I am following is the same. How often does that happen? '
pos,'Queen Rania\'s Top Ten was good though. '
pos,'good   i want you to feel better lol'
pos,'Just got FOLIE A DEUX....fooking awesome   patrick stump is a genius...wonder how he came up with these tunes'
pos,'infacteh, nice one '
pos,'Laurey can be a boy\'s name.  Wasn\'t there a Laurey in Little Women?'
pos,'USER  love it  my spirituality is very much that and more. I\'ll share the details some day.'
pos,'Drinking eggnog....yumm '
pos,'Unsuccessfully coordinating a Google Local Business Listing phone verification process. Resorting to postcard via snail mail '
pos,'Yes, sweetie, you are '
pos,'bought a tray of mangoes on Sunday for $5, too many mangoes =&gt; mango + coconut muffins.  Not as mangoey as I\'d hoped, but still tasty. '
pos,'waking up early to do christmas with my fam... then its off to be the life of 5 different Christmas parties in one day... sheeesh! '
pos,'I love that...I now have a word for what I do '
pos,'It\'s one of the reasons I started a business.  : )'
pos,'I started my official blog today- read it if you are thirsty \nURL'
pos,'yes, I carefully chose the descriptor of \"big brother\" for Bill because he can be both protector and tormentor.  '
pos,'LOL, I wondered if anyone (or he) would comment on that. '
pos,'YAY..... My vaccation time for the end of the month was formally approved today.... '
pos,'Recording video using jailbroken iPhone! '
pos,'Ok, although I actually teared up at the end of the Marley and Me Movie, I\'d still rather have a cat or two than a dog. '
pos,'I\'m sure it will still be fun.  We never do anything before Christmas day either.'
pos,'Well, he has trained us to clean up after him so far '
pos,'Cecilia Merry Christmas and a Happy New Year: look forward to seeing you embrace Twitter further in 2009 '
pos,'Funniest tweet I\'ve ever seen: USER 12 hrs ago, about going to an install at CHP sniffer dog training school. '
pos,'class still silently reading...have been for 35 mins!! lol - love the end of the year '
pos,'I\'m tuned in.. give a hint.. whts it about '
pos,'playing rock band...I just sang on the Mic and did an amazingly awful job '
pos,'hehe. Just wanting an update of ur goose night'
pos,'i also have some new mixed drink recipes for us to try '
pos,'Merry Christmas to you aswell!  (From the whole Famm.)'
pos,'yes it is! Merry christmas! '
pos,'we\'ve definately come up w/more than our fair share of awful acronyms but L10N and I18N weren\'t our making. '
pos,'I see you there  Virtual wave then zzzzz'
pos,'I was in fact on my way to gas station to fill it up but didnt realize tht I m almost out..my mileage seems to be down!! '
pos,'Let the beast come out! Welcome to Twitter my friend! '
pos,'I have to call it a night all, final tomorrow, then finishing up packing and GOING HOME '
pos,'Oh and buy Brandy\'s new album HUMAN!  It\'s great!!!!!  TORN DOWN my Fav.  '
pos,'Wow! We\'ve bought a sabre as a present for the friend! It looks megacool )'
pos,'many thanks! great seeing you there '
pos,'No kidlets for me.  I have no mothering instinct.  Trust me.  I like \'em, but I like giving back to their parents better.  '
pos,'I completely understand. Working through this stuff helps us get 2 more effective communication. : )'
pos,'I bet you would have a blast. The Dr.P from Dublin is like no other. '
pos,'B: Farscape is coming back  YAY! in comic form  BOO. URL'
pos,'sugar cookies for me please '
pos,'Oh, whew I thought I was missing something...TWiV, that is Vincent\'s thing , you must be confusing us  I am the funnier one.....'
pos,'Hi Tori ~ received the giveaway gift from KuBit2Me Lil\' Scholars ~ my little one loves it ~ thx u '
pos,'depends on how much you drink and/or how much you jog. '
pos,'hiiiiiiii gorgeous!!! '
pos,'K. I\'l dwnload.  \n\nBMW : )'
pos,'Yes, they do. And those vehicles cost a small fortune in gas, are a *bitch* to park in Manhattan and not a tenth as much fun. '
pos,'I\'m an alto that doubled as a tenor..... '
pos,'Feels like it\'s been since 1969 since his last album. '
